Ref	Pos	Value	ReadCount
JN555585+	66172	0.03784934335494731	6.0
JN555585+	66173	0.03784934335494731	4.0
JN555585+	66174	0.03784934335494731	6.0
JN555585+	66175	0.0261179521250619	3.0
JN555585+	66176	0.017726828939942152	7.0
JN555585+	66177	0.011834913740515523	7.0
JN555585+	66178	0.011834913740515523	9.0
JN555585+	66179	0.011834913740515523	4.0
JN555585+	66180	0.011834913740515523	8.0
JN555585+	66181	0.002300516323651643	6.0
JN555585+	66182	0.007772599121821325	9.0
JN555585+	66183	0.002300516323651643	4.0
JN555585+	66184	0.0014111477921487	6.0
JN555585+	66185	0.0014111477921487	9.0
JN555585+	66186	0.002300516323651643	14.0
JN555585+	66187	0.0036906693349883497	16.0
JN555585+	66188	0.02782725499610492	14.0
JN555585+	66189	0.04228441282537479	8.0
JN555585+	66190	0.04228441282537479	10.0
JN555585+	66191	0.04228441282537479	11.0
JN555585+	66192	0.029490167516375766	7.0
JN555585+	66193	0.029490167516375766	7.0
JN555585+	66194	0.029490167516375766	7.0
JN555585+	66195	0.016439554360407845	1.0
JN555585+	66196	0.010909041352034864	10.0
JN555585+	66197	0.010909041352034864	6.0
JN555585+	66198	0.010909041352034864	6.0
JN555585+	66199	0.010909041352034864	4.0
JN555585+	66200	0.004856621384196585	3.0
JN555585+	66201	0.004573526359599527	9.0
JN555585+	66202	0.004573526359599527	36.0
JN555585+	66203	0.007772599121821325	8.0
JN555585+	66204	0.007772599121821325	8.0
JN555585+	66205	0.005021728547932471	10.0
JN555585+	66206	0.003191816825929346	1.0
JN555585+	66207	0.0019958388076210093	11.0
JN555585+	66208	0.0012277602768246765	6.0
JN555585+	66209	6.613023603624761E-4	17.0
JN555585+	66210	0.0012277602768246765	9.0
JN555585+	66211	0.0012277602768246765	10.0
JN555585+	66212	0.0012277602768246765	3.0
JN555585+	66213	7.430067803352019E-4	6.0
JN555585+	66214	4.4232959884276844E-4	6.0
JN555585+	66215	7.430067803352019E-4	14.0
JN555585+	66216	0.004573526359599527	11.0
JN555585+	66217	0.004573526359599527	10.0
JN555585+	66218	0.0013586791043439983	31.0
JN555585+	66219	0.0014904077487214464	4.0
JN555585+	66220	0.0023990665609571553	25.0
JN555585+	66221	0.004097863470790377	21.0
JN555585+	66222	0.006782342915991578	3.0
JN555585+	66223	0.006782342915991578	23.0
JN555585+	66224	0.016209494181485228	16.0
JN555585+	66225	0.017002566478918978	10.0
JN555585+	66226	0.017002566478918978	9.0
JN555585+	66227	0.0071995358315248125	3.0
JN555585+	66228	0.004392175170762046	7.0
JN555585+	66229	0.0025995493618398142	8.0
JN555585+	66230	0.0023990665609571553	29.0
JN555585+	66231	0.0023990665609571553	2.0
JN555585+	66232	0.0013586791043439983	15.0
JN555585+	66233	0.002197267269803257	18.0
JN555585+	66234	0.0023990665609571553	10.0
JN555585+	66235	0.0023990665609571553	28.0
JN555585+	66236	0.004097863470790377	23.0
JN555585+	66237	0.007198900071282223	32.0
JN555585+	66238	0.007198900071282223	37.0
JN555585+	66239	0.007642803304273892	6.0
JN555585+	66240	0.007642803304273892	3.0
JN555585+	66241	0.007642803304273892	2.0
JN555585+	66242	0.016209494181485228	13.0
JN555585+	66243	0.02372164355824379	14.0
JN555585+	66244	0.05017789270945936	18.0
JN555585+	66245	0.07182258521568444	5.0
JN555585+	66246	0.05017789270945936	5.0
JN555585+	66247	0.03414380231477582	5.0
JN555585+	66248	0.02259925723061526	7.0
JN555585+	66249	0.02259925723061526	8.0
JN555585+	66250	0.02259925723061526	12.0
JN555585+	66251	0.02259925723061526	4.0
JN555585+	66252	0.02259925723061526	1.0
JN555585+	66253	0.03265342046988988	15.0
JN555585+	66254	0.0071995358315248125	16.0
JN555585+	66255	0.007642803304273892	22.0
JN555585+	66256	0.007642803304273892	0.0
JN555585+	66257	0.007642803304273892	10.0
JN555585+	66258	0.007642803304273892	10.0
JN555585+	66259	0.016209494181485228	15.0
JN555585+	66260	0.03556772526773546	46.0
JN555585+	66261	0.07182258521568444	15.0
JN555585+	66263	0.08087993151462987	27.0
JN555585+	66797	0.07764239165642194	3.0
JN555585+	66798	0.05656793076479115	2.0
JN555585+	66799	0.04053400651499757	1.0
JN555585+	66800	0.019155440848598233	2.0
JN555585+	66801	0.019155440848598233	3.0
JN555585+	66802	0.019155440848598233	3.0
JN555585+	66803	0.012531096557600326	5.0
JN555585+	66804	0.019155440848598233	1.0
JN555585+	66805	0.012531096557600326	2.0
JN555585+	66806	0.005222716714815704	3.0
JN555585+	66807	0.002002002543352722	2.0
JN555585+	66808	0.001239958565283361	3.0
JN555585+	66809	4.203304587000654E-4	3.0
JN555585+	66810	4.203304587000654E-4	6.0
JN555585+	66811	4.203304587000654E-4	6.0
JN555585+	66812	1.702795185172976E-4	1.0
JN555585+	66813	1.4703481319619326E-4	17.0
JN555585+	66814	2.4643815960738967E-4	1.0
JN555585+	66815	9.643175602342206E-5	0.0
JN555585+	66816	9.643175602342206E-5	4.0
JN555585+	66817	9.643175602342206E-5	2.0
JN555585+	66818	5.3742351791096675E-5	2.0
JN555585+	66819	2.442553201707745E-5	1.0
JN555585+	66820	1.0581478234904022E-5	2.1666667461395264
JN555585+	66821	2.2306265416980736E-6	2.0
JN555585+	66822	2.2306265416980736E-6	3.0
JN555585+	66823	1.1250764357416839E-6	1.0
JN555585+	66824	2.0285314209770804E-7	2.0
JN555585+	66825	9.689557218973684E-8	2.0
JN555585+	66826	3.234670776299057E-8	2.0
JN555585+	66827	1.4864723647421924E-8	2.0
JN555585+	66828	4.534460306400464E-9	16.0
JN555585+	66829	1.4864723647421924E-8	2.0
JN555585+	66830	2.004599896354749E-9	2.0
JN555585+	66831	8.721688552537257E-10	3.0
JN555585+	66832	3.7337143732064064E-10	2.0
JN555585+	66833	3.7337143732064064E-10	9.0
JN555585+	66834	1.3099819173448316E-9	3.0
JN555585+	66835	1.3099819173448316E-9	1.0
JN555585+	66836	5.640839785020628E-10	2.0
JN555585+	66837	5.640839785020628E-10	6.0
JN555585+	66838	1.8901247586666454E-9	2.0
JN555585+	66839	8.180146263511296E-10	1.0
JN555585+	66840	8.180146263511296E-10	0.0
JN555585+	66841	8.180146263511296E-10	4.0
JN555585+	66842	1.8901247586666454E-9	6.0
JN555585+	66843	5.948827402431819E-9	4.0
JN555585+	66844	5.948827402431819E-9	3.0
JN555585+	66845	2.631158990831222E-9	1.0
JN555585+	66846	1.1436073292883021E-9	2.0
JN555585+	66847	1.1436073292883021E-9	1.0
JN555585+	66848	1.1436073292883021E-9	2.0
JN555585+	66849	1.204115476110892E-7	7.0
JN555585+	66850	4.0448305117340626E-7	14.0
JN555585+	66851	7.190546160038447E-7	1.0
JN555585+	66852	7.190546160038447E-7	7.0
JN555585+	66853	2.4809991731149156E-6	7.0
JN555585+	66854	6.869061537962978E-6	7.0
JN555585+	66855	6.869061537962978E-6	11.0
JN555585+	66856	1.7717326828839952E-5	11.0
JN555585+	66857	2.3151979426249538E-5	4.0
JN555585+	66858	4.285259509186323E-5	7.0
JN555585+	66859	4.285259509186323E-5	6.0
JN555585+	66860	9.338904074505422E-6	4.0
JN555585+	66861	3.531133756155814E-6	9.0
JN555585+	66862	9.338904074505422E-6	7.0
JN555585+	66863	7.40050125292835E-6	5.0
JN555585+	66864	2.3151979426249538E-5	9.0
JN555585+	66865	5.4100517058360056E-5	6.0
JN555585+	66866	5.4100517058360056E-5	8.0
JN555585+	66867	1.1972837494127398E-4	0.0
JN555585+	66868	1.1972837494127398E-4	8.0
JN555585+	66869	2.519741661492916E-4	4.0
JN555585+	66870	2.519741661492916E-4	7.0
JN555585+	66871	2.9591193721555147E-4	1.0
JN555585+	66872	1.702795185172976E-4	4.0
JN555585+	66873	9.643175602342206E-5	6.0
JN555585+	66874	9.643175602342206E-5	0.0
JN555585+	66875	9.643175602342206E-5	5.0
JN555585+	66876	5.3742351791096675E-5	5.0
JN555585+	66877	5.3742351791096675E-5	5.0
JN555585+	66878	5.3742351791096675E-5	5.0
JN555585+	66879	5.3742351791096675E-5	2.0
JN555585+	66880	5.3742351791096675E-5	9.0
JN555585+	66881	1.1306731522665086E-4	2.0
JN555585+	66882	1.1306731522665086E-4	6.0
JN555585+	66883	1.1306731522665086E-4	2.0
JN555585+	66884	1.1306731522665086E-4	8.0
JN555585+	66885	1.3071870165955857E-4	6.0
JN555585+	66886	1.3071870165955857E-4	5.0
JN555585+	66887	1.3071870165955857E-4	2.0
JN555585+	66888	7.369187080249181E-5	5.0
JN555585+	66889	7.369187080249181E-5	10.0
JN555585+	66890	1.4919961906696705E-4	6.0
JN555585+	66891	2.590290710879099E-4	10.0
JN555585+	66892	8.263878474717871E-4	10.0
JN555585+	66893	0.0014904077487214464	4.0
JN555585+	66894	0.0014904077487214464	6.0
JN555585+	66895	0.0014904077487214464	6.0
JN555585+	66896	0.0014904077487214464	4.0
JN555585+	66897	0.0023990665609571553	9.0
JN555585+	66898	0.004097863470790377	5.0
JN555585+	66899	0.006353162816601846	12.0
JN555585+	66900	0.01538391655300892	7.0
JN555585+	66901	0.02372164355824379	1.0
JN555585+	66902	0.02372164355824379	4.0
JN555585+	66903	0.02372164355824379	8.0
JN555585+	66904	0.03556772526773546	2.0
JN555585+	66905	0.03556772526773546	0.0
JN555585+	66906	0.017845205794931075	6.0
JN555585+	66907	0.03556772526773546	12.0
JN555585+	66908	0.05192330118409943	5.0
JN555585+	66909	0.07182258521568444	7.0
JN555585+	67091	0.07764239165642194	4.0
JN555585+	67092	0.05656793076479115	2.0
JN555585+	67093	0.05656793076479115	7.0
JN555585+	67533	0.05192330118409943	2.0
JN555585+	67534	0.07182258521568444	7.0
JN555585+	67672	0.07923855875305517	4.0
JN555585+	67679	0.08823303183928459	5.0
JN555585+	67680	0.08823303183928459	3.0
JN555585+	67681	0.08823303183928459	11.0
JN555585+	67683	0.09146951406429402	4.0
JN555585+	67684	0.08919467303096418	3.0
JN555585+	67685	0.06487061522873393	2.0
JN555585+	67686	0.06487061522873393	4.0
JN555585+	67687	0.046406465576775635	4.0
JN555585+	67688	0.046406465576775635	5.0
JN555585+	67689	0.046406465576775635	1.0
JN555585+	67690	0.03265342046988988	1.0
JN555585+	67691	0.03265342046988988	1.0
JN555585+	67692	0.03265342046988988	0.0
JN555585+	67693	0.03265342046988988	3.0
JN555585+	67694	0.03265342046988988	1.0
JN555585+	67695	0.03265342046988988	2.0
JN555585+	67696	0.03265342046988988	1.0
JN555585+	67697	0.02259925723061526	0.0
JN555585+	67698	0.009687594965430202	4.0
JN555585+	67699	0.009687594965430202	2.0
JN555585+	67700	0.0059147066411864326	3.0
JN555585+	67701	0.0034954207010804744	7.0
JN555585+	67702	0.0034954207010804744	5.0
JN555585+	67703	0.0054698701941360535	10.0
JN555585+	67704	0.0059147066411864326	6.0
JN555585+	67705	0.09958208153747629	3.0
JN555585+	67706	0.06791000101376911	3.0
JN555585+	67707	0.0446709338002447	5.0
JN555585+	67708	0.028264783811507994	0.0
JN555585+	67709	0.028264783811507994	7.0
JN555585+	67710	0.011220616878765745	3.0
JN555585+	67711	0.011220616878765745	4.0
JN555585+	67712	0.017149022768414984	8.0
JN555585+	67713	0.011220616878765745	7.0
JN555585+	67714	0.007221985340291389	7.0
JN555585+	67715	0.007221985340291389	5.0
JN555585+	67716	0.007221985340291389	6.0
JN555585+	67717	0.007221985340291389	2.0
JN555585+	67718	0.007221985340291389	3.0
JN555585+	67719	0.007221985340291389	3.0
JN555585+	67720	0.007221985340291389	6.0
JN555585+	67721	0.004573381974426842	6.0
JN555585+	67722	0.0012277602768246765	13.0
JN555585+	67723	0.0034954207010804744	12.0
JN555585+	67724	0.009059778363326122	12.0
JN555585+	67725	0.009687594965430202	3.0
JN555585+	67726	0.009687594965430202	3.0
JN555585+	67727	0.01452946831487045	7.0
JN555585+	67728	0.02259925723061526	5.0
JN555585+	67729	0.01452946831487045	4.0
JN555585+	67730	0.01452946831487045	6.0
JN555585+	67731	0.02143383104059604	8.0
JN555585+	67732	0.046406465576775635	15.0
JN555585+	67733	0.092197556713601	10.0
JN555585+	67734	0.092197556713601	4.0
JN555585+	68028	0.09746200071969559	4.0
JN555585+	68029	0.07168952006603095	3.0
JN555585+	68030	0.07168952006603095	2.0
JN555585+	68031	0.07168952006603095	11.0
JN555585+	68037	0.07182258521568444	2.0
JN555585+	68038	0.05192330118409943	2.0
JN555585+	68039	0.036921623643677196	2.0
JN555585+	68040	0.025821691025142497	2.0
JN555585+	68041	0.017002566478918978	9.0
JN555585+	68042	0.017759843720808566	5.0
JN555585+	68043	0.022588469989538344	10.0
JN555585+	68044	0.03552987697316424	8.0
JN555585+	68045	0.07561017566068483	7.0
JN555585+	68046	0.07923855875305517	5.0
JN555585+	68047	0.07923855875305517	1.0
JN555585+	68048	0.07923855875305517	3.0
JN555585+	68049	0.056843024393802295	6.0
JN555585+	68050	0.056843024393802295	3.0
JN555585+	68051	0.04010315743359178	2.0
JN555585+	68052	0.04010315743359178	6.0
JN555585+	68053	0.04010315743359178	1.0
JN555585+	68054	0.04010315743359178	8.0
JN555585+	68055	0.04228441282537479	5.0
JN555585+	68056	0.0596330022205035	12.0
JN555585+	68057	0.08603302956091433	4.0
JN555585+	68058	0.08603302956091433	2.0
JN555585+	68059	0.08603302956091433	9.0
JN555585+	68060	0.09146951406429402	4.0
JN555585+	68061	0.08823303183928459	7.0
JN555585+	68062	0.09146951406429402	5.0
JN555585+	68064	0.07561017566068483	6.0
JN555585+	68065	0.053945149343109365	5.0
JN555585+	68066	0.053945149343109365	5.0
JN555585+	68067	0.02436910583986793	0.0
JN555585+	68068	0.02436910583986793	6.0
JN555585+	68069	0.015137356877757876	6.0
JN555585+	68070	0.022588469989538344	11.0
JN555585+	68071	0.02436910583986793	3.0
JN555585+	68072	0.022588469989538344	8.0
JN555585+	68073	0.022588469989538344	3.0
JN555585+	68074	0.015137356877757876	4.0
JN555585+	68075	0.015137356877757876	4.0
JN555585+	68076	0.015137356877757876	10.0
JN555585+	68077	0.02436910583986793	3.0
JN555585+	68078	0.015137356877757876	4.0
JN555585+	68079	0.00904925226203229	6.0
JN555585+	68080	0.005826138053708392	4.0
JN555585+	68081	0.005826138053708392	1.0
JN555585+	68082	0.005826138053708392	6.0
JN555585+	68083	0.005191870599057344	9.0
JN555585+	68084	0.005826138053708392	1.0
JN555585+	68085	0.005826138053708392	7.0
JN555585+	68086	0.005826138053708392	1.0
JN555585+	68087	0.005826138053708392	2.0
JN555585+	68088	0.0036906693349883497	4.0
JN555585+	68089	0.0036906693349883497	3.0
JN555585+	68090	0.0036906693349883497	0.0
JN555585+	68091	0.002300516323651643	2.0
JN555585+	68092	0.002300516323651643	3.0
JN555585+	68093	0.002300516323651643	3.0
JN555585+	68094	0.0014111477921487	4.0
JN555585+	68095	0.0014111477921487	6.0
JN555585+	68096	0.0014111477921487	1.0
JN555585+	68097	7.360849308876163E-4	0.0
JN555585+	68098	7.360849308876163E-4	0.0
JN555585+	68099	7.360849308876163E-4	4.0
JN555585+	68100	7.360849308876163E-4	2.0
JN555585+	68101	7.360849308876163E-4	2.0
JN555585+	68102	7.360849308876163E-4	2.0
JN555585+	68103	7.360849308876163E-4	1.0
JN555585+	68104	7.360849308876163E-4	2.0
JN555585+	68105	7.360849308876163E-4	4.0
JN555585+	68106	3.6670529648515196E-4	1.0
JN555585+	68107	1.7385714995579778E-4	2.0
JN555585+	68108	9.773288158891253E-5	3.0
JN555585+	68109	9.773288158891253E-5	2.0
JN555585+	68110	1.7385714995579778E-4	8.0
JN555585+	68111	3.6670529648515196E-4	5.0
JN555585+	68112	9.773288158891253E-5	3.0
JN555585+	68113	5.4100517058360056E-5	7.0
JN555585+	68114	5.4100517058360056E-5	8.0
JN555585+	68115	2.1117702936824858E-4	12.0
JN555585+	68116	4.340831245340604E-4	16.0
JN555585+	68117	8.518624996521128E-4	4.0
JN555585+	68118	0.0014111477921487	9.0
JN555585+	68119	0.002591861187419606	18.0
JN555585+	68120	0.004856621384196585	36.0
JN555585+	68121	0.007772599121821325	2.0
JN555585+	68122	0.007772599121821325	6.0
JN555585+	68123	0.004573526359599527	3.0
JN555585+	68124	0.004856621384196585	10.0
JN555585+	68125	0.017726828939942152	17.0
JN555585+	68126	0.0261179521250619	12.0
JN555585+	68127	0.056843024393802295	17.0
JN555585+	68128	0.05017789270945936	6.0
JN555585+	68129	0.05188644332527037	7.0
JN555585+	68130	0.09772525001826417	5.0
JN555585+	68350	0.07389004329691534	0.0
JN555585+	68521	0.08919467303096418	1.0
JN555585+	68522	0.06487061522873393	1.0
JN555585+	68523	0.06487061522873393	1.0
JN555585+	68524	0.06487061522873393	0.0
JN555585+	68525	0.06487061522873393	1.0
JN555585+	68526	0.031100657312672916	3.0
JN555585+	68527	0.02143383104059604	4.0
JN555585+	68528	0.02143383104059604	2.0
JN555585+	68529	0.009560011468870566	0.0
JN555585+	68530	0.009560011468870566	1.0
JN555585+	68531	0.0054698701941360535	0.0
JN555585+	68532	0.0054698701941360535	3.0
JN555585+	68533	0.0054698701941360535	4.0
JN555585+	68534	0.0054698701941360535	1.0
JN555585+	68535	0.0054698701941360535	1.0
JN555585+	68536	0.008420136031648439	6.0
JN555585+	68537	0.009059778363326122	0.0
JN555585+	68538	0.0059147066411864326	1.0
JN555585+	68539	0.009059778363326122	7.0
JN555585+	68540	0.01452946831487045	0.0
JN555585+	68541	0.009059778363326122	3.0
JN555585+	68542	0.0059147066411864326	4.0
JN555585+	68543	0.002578443708649434	2.0
JN555585+	68544	0.002197267269803257	3.0
JN555585+	68545	7.430067803352019E-4	4.0
JN555585+	68546	7.430067803352019E-4	2.0
JN555585+	68547	4.4232959884276844E-4	2.0
JN555585+	68548	2.590290710879099E-4	0.0
JN555585+	68549	2.590290710879099E-4	6.0
JN555585+	68550	1.4919961906696705E-4	1.0
JN555585+	68551	2.590290710879099E-4	5.0
JN555585+	68552	4.943778968472174E-4	2.0
JN555585+	68553	4.943778968472174E-4	5.0
JN555585+	68554	0.0014904077487214464	7.0
JN555585+	68555	0.0025995493618398142	6.0
JN555585+	68556	0.004097863470790377	10.0
JN555585+	68557	0.004097863470790377	3.0
JN555585+	68558	0.0023990665609571553	3.0
JN555585+	68559	0.0013586791043439983	2.0
JN555585+	68560	0.0012277602768246765	7.0
JN555585+	68561	0.0019958388076210093	10.0
JN555585+	68562	0.0019958388076210093	0.0
JN555585+	68563	6.613023603624761E-4	3.0
JN555585+	68564	5.820746686950197E-4	9.0
JN555585+	68565	9.731637350501874E-4	5.0
JN555585+	68566	0.0017965091379035167	3.0
JN555585+	68567	0.0016010286013298338	5.0
JN555585+	68568	0.0028898038531668477	7.0
JN555585+	68569	0.005021728547932471	1.0
JN555585+	68570	0.005021728547932471	2.0
JN555585+	68571	0.005021728547932471	1.0
JN555585+	68572	0.007772599121821325	5.0
JN555585+	68573	0.012750364922193775	2.0
JN555585+	68574	0.005021728547932471	3.0
JN555585+	68575	0.0017965091379035167	2.0
JN555585+	68576	0.0010988552938899722	1.0
JN555585+	68577	0.0010988552938899722	5.0
JN555585+	68578	0.0019958388076210093	3.0
JN555585+	68579	0.0019958388076210093	2.0
JN555585+	68580	0.003191816825929346	5.0
JN555585+	68581	0.003191816825929346	5.0
JN555585+	68582	0.0054698701941360535	1.0
JN555585+	68583	0.0054698701941360535	7.0
JN555585+	68584	0.009059778363326122	6.0
JN555585+	68585	0.009687594965430202	2.0
JN555585+	68586	0.006353162816601846	1.0
JN555585+	68587	0.006353162816601846	3.0
JN555585+	68588	0.006353162816601846	1.0
JN555585+	68589	0.006353162816601846	0.0
JN555585+	68590	0.004097863470790377	3.0
JN555585+	68591	0.0025995493618398142	3.0
JN555585+	68592	0.0025995493618398142	8.0
JN555585+	68593	0.004392175170762046	4.0
JN555585+	68594	0.006782342915991578	6.0
JN555585+	68595	0.0071995358315248125	0.0
JN555585+	68596	0.007642803304273892	6.0
JN555585+	68597	0.017002566478918978	3.0
JN555585+	68598	0.017002566478918978	2.0
JN555585+	68599	0.017002566478918978	4.0
JN555585+	68600	0.017845205794931075	6.0
JN555585+	68601	0.017845205794931075	3.0
JN555585+	68602	0.03556772526773546	8.0
JN555585+	68603	0.07182258521568444	5.0
JN555585+	68604	0.07182258521568444	3.0
JN555585+	68605	0.05188644332527037	6.0
JN555585+	68875	0.05192330118409943	2.0
JN555585+	68876	0.05192330118409943	1.0
JN555585+	68877	0.03556772526773546	2.0
JN555585+	68878	0.03556772526773546	1.0
JN555585+	68879	0.016209494181485228	1.0
JN555585+	68880	0.016209494181485228	6.0
JN555585+	68881	0.017002566478918978	2.0
JN555585+	68882	0.00807201236207621	0.0
JN555585+	68883	0.00807201236207621	3.0
JN555585+	68884	0.00807201236207621	3.0
JN555585+	68885	0.00807201236207621	0.0
JN555585+	68886	0.0052961615808208885	0.0
JN555585+	68887	0.0029901058544799367	0.0
JN555585+	68888	0.0017965091379035167	2.0
JN555585+	68889	0.0017965091379035167	3.0
JN555585+	68890	0.0010988552938899722	2.0
JN555585+	68891	6.613023603624761E-4	0.0
JN555585+	68892	2.523139053034815E-4	1.0
JN555585+	68893	2.523139053034815E-4	0.0
JN555585+	68894	2.523139053034815E-4	1.0
JN555585+	68895	1.1306731522665086E-4	2.0
JN555585+	68896	3.9649741899856625E-5	0.0
JN555585+	68897	3.9649741899856625E-5	7.0
JN555585+	68898	3.9649741899856625E-5	6.0
JN555585+	68899	1.3071870165955857E-4	3.0
JN555585+	68900	3.9649741899856625E-5	9.0
JN555585+	68901	1.3071870165955857E-4	2.0
JN555585+	68902	3.496994861561437E-5	2.0
JN555585+	68903	3.496994861561437E-5	1.0
JN555585+	68904	1.8976111190592262E-5	2.0
JN555585+	68905	3.496994861561437E-5	6.0
JN555585+	68906	7.369187080249181E-5	2.0
JN555585+	68907	7.369187080249181E-5	1.0
JN555585+	68908	3.496994861561437E-5	0.0
JN555585+	68909	3.496994861561437E-5	1.0
JN555585+	68910	3.496994861561437E-5	4.0
JN555585+	68911	3.9649741899856625E-5	6.0
JN555585+	68912	3.9649741899856625E-5	1.0
JN555585+	68913	3.9649741899856625E-5	1.0
JN555585+	68914	3.496994861561437E-5	1.0
JN555585+	68915	3.496994861561437E-5	2.0
JN555585+	68916	3.496994861561437E-5	3.0
JN555585+	68917	3.496994861561437E-5	3.0
JN555585+	68918	3.9649741899856625E-5	10.0
JN555585+	68919	1.3071870165955857E-4	8.0
JN555585+	68920	1.3071870165955857E-4	2.0
JN555585+	68921	1.4574623335239338E-4	6.0
JN555585+	68922	7.430067803352019E-4	9.0
JN555585+	68923	4.4232959884276844E-4	5.0
JN555585+	68924	1.4574623335239338E-4	2.0
JN555585+	68925	1.1306731522665086E-4	5.0
JN555585+	68926	5.3742351791096675E-5	7.0
JN555585+	68927	5.3742351791096675E-5	5.0
JN555585+	68928	5.3742351791096675E-5	4.0
JN555585+	68929	5.3742351791096675E-5	4.0
JN555585+	68930	5.3742351791096675E-5	3.0
JN555585+	68931	2.442553201707745E-5	11.0
JN555585+	68932	5.3742351791096675E-5	4.0
JN555585+	68933	9.643175602342206E-5	10.0
JN555585+	68934	1.9841199946735475E-4	8.0
JN555585+	68935	6.613023603624761E-4	7.0
JN555585+	68936	0.0012277602768246765	2.0
JN555585+	68937	0.0019958388076210093	9.0
JN555585+	68938	0.0034954207010804744	16.0
JN555585+	68939	0.0059147066411864326	8.0
JN555585+	68940	0.009687594965430202	2.0
JN555585+	68941	0.009687594965430202	7.0
JN555585+	68942	0.01538391655300892	0.0
JN555585+	68943	0.007198900071282223	1.0
JN555585+	68944	0.007198900071282223	11.0
JN555585+	68945	0.007642803304273892	3.0
JN555585+	68946	0.004392175170762046	4.0
JN555585+	68947	0.006782342915991578	9.0
JN555585+	68948	0.0071995358315248125	2.0
JN555585+	68949	0.0071995358315248125	6.0
JN555585+	68950	0.0071995358315248125	8.0
JN555585+	68951	0.017002566478918978	7.0
JN555585+	68952	0.025821691025142497	1.0
JN555585+	68953	0.017002566478918978	6.0
JN555585+	68954	0.017845205794931075	7.0
JN555585+	68955	0.017845205794931075	3.0
JN555585+	68956	0.017845205794931075	5.0
JN555585+	68957	0.017002566478918978	3.0
JN555585+	68958	0.00807201236207621	2.0
JN555585+	68959	0.00807201236207621	6.0
JN555585+	68960	0.004856621384196585	0.0
JN555585+	68961	0.004573526359599527	3.0
JN555585+	68962	0.004856621384196585	22.0
JN555585+	68963	0.007772599121821325	2.0
JN555585+	68964	0.006673613364677893	9.0
JN555585+	68965	0.017149022768414984	17.0
JN555585+	68966	0.028264783811507994	8.0
JN555585+	68967	0.0446709338002447	15.0
JN555585+	68968	0.04785101668209554	3.0
JN555585+	68969	0.06791000101376911	11.0
JN555585+	68970	0.07183230502564387	4.0
JN555585+	68971	0.07183230502564387	8.0
JN555585+	68972	0.07341933574110318	2.0
JN555585+	68973	0.07341933574110318	5.0
JN555585+	68974	0.05094321638551548	7.0
JN555585+	68975	0.07341933574110318	10.0
JN555585+	68976	0.07903836558000912	3.0
JN555585+	68977	0.05535389655660219	4.0
JN555585+	68978	0.03809854500366739	2.0
JN555585+	68979	0.03809854500366739	7.0
JN555585+	68980	0.02577721913363589	7.0
JN555585+	68981	0.02577721913363589	9.0
JN555585+	68982	0.04141582504559881	8.0
JN555585+	68983	0.04141582504559881	2.0
JN555585+	68984	0.04141582504559881	3.0
JN555585+	68985	0.04141582504559881	4.0
JN555585+	68986	0.04141582504559881	5.0
JN555585+	68987	0.04141582504559881	5.0
JN555585+	68988	0.04141582504559881	10.0
JN555585+	68989	0.06384995420961832	1.0
JN555585+	68990	0.06384995420961832	6.0
JN555585+	68991	0.06384995420961832	10.0
JN555585+	68992	0.09689528798594203	9.0
JN555585+	68999	0.07341933574110318	1.0
JN555585+	69000	0.07341933574110318	12.0
JN555585+	69001	0.07903836558000912	5.0
JN555585+	69002	0.05535389655660219	9.0
JN555585+	69003	0.05535389655660219	1.0
JN555585+	69004	0.05535389655660219	7.0
JN555585+	69005	0.05535389655660219	2.0
JN555585+	69006	0.05535389655660219	2.0
JN555585+	69007	0.05535389655660219	4.0
JN555585+	69008	0.05535389655660219	3.0
JN555585+	69009	0.05535389655660219	2.0
JN555585+	69010	0.05535389655660219	4.0
JN555585+	69011	0.05535389655660219	3.0
JN555585+	69012	0.03809854500366739	2.0
JN555585+	69013	0.03809854500366739	1.0
JN555585+	69014	0.02577721913363589	6.0
JN555585+	69015	0.02577721913363589	2.0
JN555585+	69016	0.02577721913363589	3.0
JN555585+	69017	0.02577721913363589	1.0
JN555585+	69018	0.02577721913363589	4.0
JN555585+	69019	0.015340331337847577	8.0
JN555585+	69020	0.015340331337847577	2.0
JN555585+	69021	0.006673613364677893	3.0
JN555585+	69022	0.006673613364677893	5.0
JN555585+	69023	0.006673613364677893	6.0
JN555585+	69024	0.006338400263759293	4.0
JN555585+	69025	0.003976037385530826	3.0
JN555585+	69026	0.003976037385530826	9.0
JN555585+	69027	0.003976037385530826	1.0
JN555585+	69028	0.003976037385530826	3.0
JN555585+	69029	0.003976037385530826	1.0
JN555585+	69030	0.003976037385530826	3.0
JN555585+	69031	0.003976037385530826	7.0
JN555585+	69032	0.0020806532157888725	2.0
JN555585+	69033	0.0020806532157888725	1.0
JN555585+	69034	0.0010300826798141007	6.0
JN555585+	69035	0.0010300826798141007	2.0
JN555585+	69036	0.0010300826798141007	3.0
JN555585+	69037	0.0010300826798141007	0.0
JN555585+	69038	0.0010300826798141007	6.0
JN555585+	69039	4.798355085962705E-4	6.0
JN555585+	69040	4.798355085962705E-4	2.0
JN555585+	69041	8.292341168116635E-4	11.0
JN555585+	69042	0.0017318471880344703	3.0
JN555585+	69043	0.0028665607632860877	14.0
JN555585+	69044	0.008693800575520981	21.0
