Reference (Strand)	Position	Read-count	pValue
JN555585-	125978	0.0	1.4525259486830164E-8
JN555585-	125981	0.0	1.0161997554572886E-7
JN555585-	125980	0.0	1.0161997554572886E-7
JN555585-	125983	3.0	4.070437420234875E-9
JN555585-	125982	4.0	3.1633150141257684E-8
JN555585-	125985	0.0	4.070437420234875E-9
JN555585-	125984	1.0	4.070437420234875E-9
JN555585-	125987	0.0	2.1284903734928412E-7
JN555585-	125986	0.0	3.1633150141257684E-8
JN555585-	125989	0.0	2.1284903734928412E-7
JN555585-	125988	0.0	2.1284903734928412E-7
JN555585-	125991	3.0	1.4351835873454692E-7
JN555585-	125990	1.0	4.3920993505470467E-7
JN555585-	125993	0.0	3.8479083658000095E-8
JN555585-	125992	1.0	3.8479083658000095E-8
JN555585-	125995	2.0	1.1175660525517155E-8
JN555585-	125994	4.0	4.328077405744534E-8
JN555585-	125997	0.0	4.328077405744534E-8
JN555585-	125996	0.0	1.1175660525517155E-8
JN555585-	125999	6.0	1.193005019393818E-8
JN555585-	125998	0.0	4.328077405744534E-8
JN555585-	126001	1.0	1.193005019393818E-8
JN555585-	126000	0.0	5.3682707806457785E-9
JN555585-	126003	0.0	1.193005019393818E-8
JN555585-	126002	0.0	1.193005019393818E-8
JN555585-	126005	1.0	1.193005019393818E-8
JN555585-	126004	0.0	1.193005019393818E-8
JN555585-	126007	2.0	1.4556319603041119E-8
JN555585-	126006	0.0	1.193005019393818E-8
JN555585-	126009	1.0	1.4556319603041119E-8
JN555585-	126008	1.0	1.4556319603041119E-8
JN555585-	126011	4.0	6.677511375725711E-9
JN555585-	126010	0.0	1.4556319603041119E-8
JN555585-	126013	1.0	6.677511375725711E-9
JN555585-	126012	2.0	2.9698369158114362E-9
JN555585-	126015	4.0	1.5175220352008283E-9
JN555585-	126014	1.0	6.677511375725711E-9
JN555585-	126017	1.0	3.4561620981663673E-9
JN555585-	126016	0.0	1.5175220352008283E-9
JN555585-	126019	1.0	3.4561620981663673E-9
JN555585-	126018	1.0	3.4561620981663673E-9
JN555585-	126021	2.0	3.4561620981663673E-9
JN555585-	126020	1.0	3.4561620981663673E-9
JN555585-	126023	0.0	7.768605046742797E-9
JN555585-	126022	0.0	3.4561620981663673E-9
JN555585-	126025	2.0	7.768605046742797E-9
JN555585-	126024	1.0	7.768605046742797E-9
JN555585-	126027	2.0	3.774771663508733E-8
JN555585-	126026	1.0	1.7235692916748875E-8
JN555585-	126029	0.0	8.161325653492634E-8
JN555585-	126028	1.0	3.774771663508733E-8
JN555585-	126031	0.0	1.7420588781331683E-7
JN555585-	126030	2.0	1.7420588781331683E-7
JN555585-	126033	0.0	1.7420588781331683E-7
JN555585-	126032	0.0	1.7420588781331683E-7
JN555585-	126035	0.0	1.7420588781331683E-7
JN555585-	126034	0.0	1.7420588781331683E-7
JN555585-	126037	0.0	1.7420588781331683E-7
JN555585-	126036	1.0	1.7420588781331683E-7
JN555585-	126038	0.0	3.6712416133388554E-7
JN555585-	126065	0.0	5.549046052050496E-10
JN555585-	126067	0.0	3.352046515693696E-10
JN555585-	126066	2.0	3.352046515693696E-10
JN555585-	126069	0.0	1.9070376355672205E-10
JN555585-	126068	1.0	1.9070376355672205E-10
JN555585-	126071	1.0	1.0112966688499059E-10
JN555585-	126070	0.0	4.489629824507966E-10
JN555585-	126073	0.0	8.183130032814757E-12
JN555585-	126072	1.0	8.183130032814757E-12
JN555585-	126075	2.0	8.80683728525079E-12
JN555585-	126074	0.0	2.0231755180321466E-11
JN555585-	35964	81.0	4.3920993505470467E-7
JN555585-	126077	0.0	8.80683728525079E-12
JN555585-	35965	134.0	2.990594384059263E-7
JN555585-	126076	0.0	8.80683728525079E-12
JN555585-	35966	35.0	2.990594384059263E-7
JN555585-	126079	0.0	2.1718318249391238E-11
JN555585-	35967	60.0	4.3920993505470467E-7
JN555585-	126078	0.0	2.1718318249391238E-11
JN555585-	35968	57.0	4.3920993505470467E-7
JN555585-	126081	0.0	1.3317693586418912E-12
JN555585-	35969	68.0	2.1284903734928412E-7
JN555585-	126080	3.0	1.767107121413202E-12
JN555585-	126083	0.05882352963089943	1.637899951094092E-13
JN555585-	126082	2.117647171020508	1.637899951094092E-13
JN555585-	126085	0.0	4.1002821960964056E-14
JN555585-	126084	2.0625	4.1002821960964056E-14
JN555585-	126087	3.0625	3.1677659516125004E-17
JN555585-	126086	4.0625	2.6810819099560642E-15
JN555585-	126089	0.125	5.553875369710167E-18
JN555585-	126088	0.0	5.553875369710167E-18
JN555585-	126091	0.0625	3.1677659516125004E-17
JN555585-	126090	0.0	5.553875369710167E-18
JN555585-	35980	288.0	1.4351835873454692E-7
JN555585-	126093	0.0	2.4869019711035125E-16
JN555585-	35981	110.0	9.24689787398401E-8
JN555585-	126092	0.0625	8.927340409089717E-17
JN555585-	35982	69.0	1.4351835873454692E-7
JN555585-	126095	0.05882352963089943	6.849887885320179E-16
JN555585-	35983	111.0	4.3920993505470467E-7
JN555585-	126094	0.11764705926179886	2.4869019711035125E-16
JN555585-	35984	46.0	4.3920993505470467E-7
JN555585-	126097	0.0	1.8660039411736874E-15
JN555585-	126096	0.12916666269302368	1.8660039411736874E-15
JN555585-	126099	0.0625	1.8660039411736874E-15
JN555585-	35987	134.0	4.3920993505470467E-7
JN555585-	126098	0.0625	1.8660039411736874E-15
JN555585-	35988	219.0	1.1175660525517155E-8
JN555585-	126101	0.125	5.0287224855351575E-15
JN555585-	35989	92.0	1.1175660525517155E-8
JN555585-	126100	0.0	5.0287224855351575E-15
JN555585-	35990	57.0	1.4351835873454692E-7
JN555585-	126103	0.0625	1.340992662809691E-14
JN555585-	35991	106.0	2.990594384059263E-7
JN555585-	126102	0.0	1.340992662809691E-14
JN555585-	126105	0.0	1.340992662809691E-14
JN555585-	126104	0.0625	1.340992662809691E-14
JN555585-	126107	0.05882352963089943	3.5393412903653513E-14
JN555585-	126106	0.11764705926179886	3.5393412903653513E-14
JN555585-	117917	28.0	4.3920993505470467E-7
JN555585-	126109	0.0	2.392725194915335E-13
JN555585-	126108	0.12916666269302368	9.247956274826928E-14
JN555585-	117919	7.0	3.1633150141257684E-8
JN555585-	126111	0.0625	6.131358311973077E-13
JN555585-	117918	11.0	3.8479083658000095E-8
JN555585-	126110	0.0625	6.131358311973077E-13
JN555585-	117921	31.0	5.249082799457521E-7
JN555585-	126113	0.125	3.914636460720072E-12
JN555585-	126112	0.0	1.5564217253465694E-12
JN555585-	117923	22.0	7.768605046742797E-9
JN555585-	126115	0.0625	2.4106461927554066E-11
JN555585-	117922	12.0	6.998089676390706E-8
JN555585-	126114	0.0	9.757377446871225E-12
JN555585-	117925	51.0	2.406965955495957E-10
JN555585-	126117	0.0	5.904336327185428E-11
JN555585-	117924	19.0	7.035389395010262E-10
JN555585-	126116	0.0625	5.904336327185428E-11
JN555585-	117927	10.0	3.486580923303836E-13
JN555585-	126119	0.05882352963089943	3.453502153545731E-10
JN555585-	117926	36.0	1.1502529441395461E-11
JN555585-	126118	0.11764705926179886	1.43391025088784E-10
JN555585-	117929	5.0	9.247956274826928E-14
JN555585-	126121	0.0	1.955144788450455E-9
JN555585-	117928	15.583333015441895	5.0287224855351575E-15
JN555585-	126120	0.12916666269302368	8.250032922360614E-10
JN555585-	117931	0.0	9.247956274826928E-14
JN555585-	126123	0.0625	4.597232340409012E-9
JN555585-	117930	0.0	9.247956274826928E-14
JN555585-	126122	0.0625	4.597232340409012E-9
JN555585-	117933	0.0	5.0287224855351575E-15
JN555585-	126125	0.125	5.363437730476785E-9
JN555585-	117932	0.0	1.8660039411736874E-15
JN555585-	126124	0.0	4.597232340409012E-9
JN555585-	117935	0.0	1.340992662809691E-14
JN555585-	126127	0.0625	5.7102464859818916E-8
JN555585-	117934	0.0	1.340992662809691E-14
JN555585-	126126	0.0	2.484118527800596E-8
JN555585-	117937	0.0	9.247956274826928E-14
JN555585-	126129	0.0	2.9526107357396116E-7
JN555585-	117936	3.0	3.5393412903653513E-14
JN555585-	126128	0.0625	1.3031075314163676E-7
JN555585-	117939	0.0	9.247956274826928E-14
JN555585-	117938	0.0	9.247956274826928E-14
JN555585-	126130	0.11764705926179886	2.9526107357396116E-7
JN555585-	117941	1.0	2.392725194915335E-13
JN555585-	117940	0.0	9.247956274826928E-14
JN555585-	117943	0.0	2.2617532568436117E-12
JN555585-	117942	1.0	8.927493776508331E-13
JN555585-	117945	0.0	5.6706119189933295E-12
JN555585-	117944	0.0	2.2617532568436117E-12
JN555585-	117947	0.0	5.6706119189933295E-12
JN555585-	117946	0.0	5.6706119189933295E-12
JN555585-	117949	1.0	5.6706119189933295E-12
JN555585-	117948	0.0	5.6706119189933295E-12
JN555585-	117951	0.0	5.6706119189933295E-12
JN555585-	117950	0.0	5.6706119189933295E-12
JN555585-	117953	2.0	5.6706119189933295E-12
JN555585-	117952	0.0	5.6706119189933295E-12
JN555585-	52418	3.0	3.6712416133388554E-7
JN555585-	117955	0.0	5.6706119189933295E-12
JN555585-	52419	0.0	1.7420588781331683E-7
JN555585-	117954	1.0	5.6706119189933295E-12
JN555585-	52420	0.0	1.7420588781331683E-7
JN555585-	117957	0.0	5.6706119189933295E-12
JN555585-	52421	0.0	3.6712416133388554E-7
JN555585-	117956	0.0	5.6706119189933295E-12
JN555585-	52422	0.0	3.6712416133388554E-7
JN555585-	117959	0.0	5.6706119189933295E-12
JN555585-	117958	0.0	5.6706119189933295E-12
JN555585-	117961	0.0	5.6706119189933295E-12
JN555585-	117960	2.0	5.6706119189933295E-12
JN555585-	117963	0.0	1.4072215052594231E-11
JN555585-	117962	5.0	5.6706119189933295E-12
JN555585-	117965	1.0	1.4072215052594231E-11
JN555585-	117964	2.0	1.4072215052594231E-11
JN555585-	117967	2.0	3.486580923303836E-13
JN555585-	117966	0.0	1.4072215052594231E-11
JN555585-	117969	6.0	8.927493776508331E-13
JN555585-	117968	0.0	8.927493776508331E-13
JN555585-	117971	1.0	8.927493776508331E-13
JN555585-	117970	0.0	8.927493776508331E-13
JN555585-	117973	4.0	2.2617532568436117E-12
JN555585-	117972	2.0	8.927493776508331E-13
JN555585-	117975	2.0	2.2617532568436117E-12
JN555585-	117974	2.0	2.2617532568436117E-12
JN555585-	117977	5.0	2.2617532568436117E-12
JN555585-	117976	1.0	2.2617532568436117E-12
JN555585-	117979	2.0	3.5393412903653513E-14
JN555585-	117978	9.0	9.247956274826928E-14
JN555585-	117981	0.0	9.247956274826928E-14
JN555585-	117980	0.0	9.247956274826928E-14
JN555585-	117983	0.0	2.392725194915335E-13
JN555585-	117982	0.0	2.392725194915335E-13
JN555585-	117985	3.0	6.131358311973077E-13
JN555585-	117984	1.0	6.131358311973077E-13
JN555585-	117987	0.0	3.914636460720072E-12
JN555585-	117986	1.0	1.5564217253465694E-12
JN555585-	117989	2.0	3.4571428020577934E-11
JN555585-	117988	1.0	1.4072215052594231E-11
JN555585-	117991	0.0	2.0256782998980348E-10
JN555585-	117990	0.0	8.409393746341624E-11
JN555585-	117993	0.0	1.142087304944411E-9
JN555585-	117992	0.0	4.832771653097641E-10
JN555585-	117995	1.0	2.0256782998980348E-10
JN555585-	117994	0.0	2.6738208795964537E-9
JN555585-	117997	2.0	1.142087304944411E-9
JN555585-	117996	1.0	4.832771653097641E-10
JN555585-	117999	3.0	6.202166733066122E-9
JN555585-	117998	2.0	2.6738208795964537E-9
JN555585-	118001	0.0	1.4255289444917254E-8
JN555585-	118000	0.0	6.202166733066122E-9
JN555585-	118003	1.0	7.329150869136834E-8
JN555585-	118002	0.0	3.246896518622016E-8
JN555585-	118005	0.0	1.6396795347460176E-7
JN555585-	118004	1.0	7.329150869136834E-8
JN555585-	77074	61.0	1.4909870253465837E-7
JN555585-	77077	10.0	3.6712416133388554E-7
JN555585-	77079	12.0	3.6712416133388554E-7
JN555585-	77078	16.0	3.6712416133388554E-7
JN555585-	77081	23.0	3.6712416133388554E-7
JN555585-	77080	18.0	3.6712416133388554E-7
JN555585-	77082	25.0	3.6712416133388554E-7
JN555585-	77087	8.0	1.7420588781331683E-7
JN555585-	77089	12.0	3.6712416133388554E-7
JN555585-	77088	11.0	1.7420588781331683E-7
JN555585-	77091	47.0	4.0193699282803E-8
JN555585-	77090	42.0	8.85589843379814E-8
JN555585-	77093	9.0	8.85589843379814E-8
JN555585-	77092	26.0	1.818462383372824E-8
JN555585-	77095	19.0	3.6712416133388554E-7
JN555585-	77094	5.0	8.85589843379814E-8
JN555585-	77097	29.0	3.6712416133388554E-7
JN555585-	77096	13.0	3.6712416133388554E-7
JN555585-	77099	37.0	4.020623189052221E-7
JN555585-	77098	18.0	3.6712416133388554E-7
JN555585-	77101	45.0	4.0193699282803E-8
JN555585-	77100	24.0	1.898554123364882E-7
JN555585-	77103	35.0	3.053384462491789E-9
JN555585-	77102	11.0	1.818462383372824E-8
JN555585-	77105	4.0	3.502518091711236E-8
JN555585-	77104	26.0	1.3240999629218193E-9
JN555585-	77107	18.0	1.1207404970692351E-9
JN555585-	77106	56.0	4.97462653042838E-9
JN555585-	77109	17.0	1.1207404970692351E-9
JN555585-	77108	9.0	1.1207404970692351E-9
JN555585-	77111	8.0	1.1207404970692351E-9
JN555585-	77110	10.0	1.1207404970692351E-9
JN555585-	77113	4.0	1.1207404970692351E-9
JN555585-	77112	7.0	1.1207404970692351E-9
JN555585-	77115	23.0	1.3240999629218193E-9
JN555585-	77114	6.0	1.6530107145746246E-10
JN555585-	77117	9.5	1.3240999629218193E-9
JN555585-	77116	6.0	1.3240999629218193E-9
JN555585-	77119	6.0	3.053384462491789E-9
JN555585-	77118	18.0	3.053384462491789E-9
JN555585-	77121	14.0	3.053384462491789E-9
JN555585-	77120	6.0	3.053384462491789E-9
JN555585-	77123	5.0	3.053384462491789E-9
JN555585-	101699	191.1999969482422	3.034801247447669E-7
JN555585-	77122	13.0	3.053384462491789E-9
JN555585-	77125	24.0	3.053384462491789E-9
JN555585-	101701	53.0	4.779060242599632E-8
JN555585-	77124	13.0	3.053384462491789E-9
JN555585-	101700	197.5	4.779060242599632E-8
JN555585-	77127	26.0	3.053384462491789E-9
JN555585-	101703	107.0	4.779060242599632E-8
JN555585-	109895	21.0	5.249082799457521E-7
JN555585-	77126	4.0	3.053384462491789E-9
JN555585-	101702	113.0	4.779060242599632E-8
JN555585-	77129	4.0	3.053384462491789E-9
JN555585-	101705	78.5	1.4525259486830164E-8
JN555585-	109897	3.0	2.5313347960334253E-7
JN555585-	77128	5.0	6.962891285681608E-9
JN555585-	101704	176.0	3.1633150141257684E-8
JN555585-	109896	15.0	2.5313347960334253E-7
JN555585-	77131	10.0	6.962891285681608E-9
JN555585-	101707	132.0	3.6763264126365243E-9
JN555585-	109899	5.0	6.998089676390706E-8
JN555585-	77130	10.0	6.962891285681608E-9
JN555585-	101706	178.0	1.4525259486830164E-8
JN555585-	109898	20.0	6.998089676390706E-8
JN555585-	77133	10.0	6.962891285681608E-9
JN555585-	101709	70.0	4.779060242599632E-8
JN555585-	109901	4.0	1.9476867461967072E-7
JN555585-	77132	8.0	6.962891285681608E-9
JN555585-	101708	140.0	4.779060242599632E-8
JN555585-	109900	8.0	6.998089676390706E-8
JN555585-	77135	7.0	6.962891285681608E-9
JN555585-	101711	178.0	3.1633150141257684E-8
JN555585-	77134	1.0	6.962891285681608E-9
JN555585-	101710	130.0	4.779060242599632E-8
JN555585-	109902	4.333333492279053	1.9476867461967072E-7
JN555585-	77137	9.0	3.053384462491789E-9
JN555585-	101713	95.0	3.1633150141257684E-8
JN555585-	77136	8.0	3.053384462491789E-9
JN555585-	101712	85.0	3.1633150141257684E-8
JN555585-	77139	5.0	6.962891285681608E-9
JN555585-	101715	61.0	4.3920993505470467E-7
JN555585-	77138	7.0	6.962891285681608E-9
JN555585-	101714	76.0	2.1284903734928412E-7
JN555585-	77141	4.0	6.962891285681608E-9
JN555585-	77140	5.0	6.962891285681608E-9
JN555585-	77143	4.0	1.818462383372824E-8
JN555585-	77142	6.0	1.818462383372824E-8
JN555585-	77145	3.0	8.780799133836957E-8
JN555585-	77144	13.0	4.0193699282803E-8
JN555585-	77147	16.0	4.0193699282803E-8
JN555585-	77146	1.0	8.780799133836957E-8
JN555585-	77149	4.0	8.780799133836957E-8
JN555585-	77148	13.0	8.780799133836957E-8
JN555585-	77151	8.0	1.896034114365538E-7
JN555585-	77150	4.0	1.896034114365538E-7
JN555585-	101733	128.0	2.1284903734928412E-7
JN555585-	101732	156.0	4.3920993505470467E-7
JN555585-	101734	169.0	2.1284903734928412E-7
JN555585-	11655	2.0	5.685120034259188E-7
JN555585-	11656	1.0	5.685120034259188E-7
JN555585-	11657	1.0	5.685120034259188E-7
JN555585-	36249	495.0	3.6712416133388554E-7
JN555585-	36250	35.0	1.898554123364882E-7
JN555585-	36253	93.0	4.020623189052221E-7
JN555585-	36254	29.0	1.898554123364882E-7
JN555585-	36255	106.0	4.0193699282803E-8
JN555585-	36256	53.0	4.0193699282803E-8
JN555585-	60832	26.0	3.5333320323341187E-7
JN555585-	36257	53.0	4.0193699282803E-8
JN555585-	60833	6.0	3.5333320323341187E-7
JN555585-	36258	70.0	4.0193699282803E-8
JN555585-	60834	34.0	4.0448305117340626E-7
JN555585-	36259	29.0	4.0193699282803E-8
JN555585-	60835	10.0	1.9476867461967072E-7
JN555585-	36260	37.0	8.780799133836957E-8
JN555585-	36261	29.0	8.780799133836957E-8
JN555585-	36262	55.0	8.780799133836957E-8
JN555585-	36263	48.0	8.780799133836957E-8
JN555585-	36264	54.0	8.780799133836957E-8
JN555585-	36265	54.0	1.896034114365538E-7
JN555585-	36266	81.0	1.896034114365538E-7
JN555585-	36268	136.0	1.896034114365538E-7
JN555585-	36269	97.0	3.502518091711236E-8
JN555585-	36270	33.0	1.5702902102193156E-8
JN555585-	36271	37.0	1.5702902102193156E-8
JN555585-	36272	54.0	3.502518091711236E-8
JN555585-	36273	24.0	1.896034114365538E-7
JN555585-	36274	34.0	4.0466877563747704E-7
JN555585-	36275	66.0	4.0466877563747704E-7
JN555585-	36277	112.0	1.6861162480022187E-7
JN555585-	36278	49.0	1.6861162480022187E-7
JN555585-	36279	32.0	1.6861162480022187E-7
JN555585-	36280	23.0	1.6861162480022187E-7
JN555585-	36281	12.0	3.639256336618843E-7
JN555585-	52721	1.0	3.034801247447669E-7
JN555585-	52722	0.0	3.034801247447669E-7
JN555585-	52723	1.0	3.034801247447669E-7
JN555585-	52724	2.0	1.0161997554572886E-7
JN555585-	52725	0.0	4.779060242599632E-8
JN555585-	52726	2.0	1.4525259486830164E-8
JN555585-	52727	0.0	1.4525259486830164E-8
JN555585-	52728	0.0	1.4525259486830164E-8
JN555585-	52729	0.0	3.1633150141257684E-8
JN555585-	52730	1.0	3.8479083658000095E-8
JN555585-	52731	0.0	4.3920993505470467E-7
JN555585-	52732	1.0	4.3920993505470467E-7
JN555585-	52733	0.0	4.3920993505470467E-7
JN555585-	52734	4.0	1.4351835873454692E-7
JN555585-	52735	2.0	4.328077405744534E-8
JN555585-	52736	1.0	1.4351835873454692E-7
JN555585-	52737	1.0	2.990594384059263E-7
JN555585-	52738	2.0	9.24689787398401E-8
JN555585-	52739	1.0	4.328077405744534E-8
JN555585-	52740	1.0	9.24689787398401E-8
JN555585-	52741	0.0	9.24689787398401E-8
JN555585-	52742	0.0	1.9476867461967072E-7
JN555585-	52743	0.0	4.0448305117340626E-7
JN555585-	52747	2.0	5.249082799457521E-7
JN555585-	52748	0.0	5.249082799457521E-7
JN555585-	52749	2.0	1.4909870253465837E-7
JN555585-	52750	0.0	6.998089676390706E-8
JN555585-	52751	0.0	1.4909870253465837E-7
JN555585-	52752	0.0	5.249082799457521E-7
JN555585-	52753	0.0	5.249082799457521E-7
JN555585-	110101	61.0	4.0448305117340626E-7
JN555585-	110103	34.0	7.768605046742797E-9
JN555585-	110102	45.0	6.998089676390706E-8
JN555585-	110105	22.0	7.035389395010262E-10
JN555585-	110104	30.0	1.6250693013153223E-9
JN555585-	110107	20.0	1.6250693013153223E-9
JN555585-	110106	6.0	7.035389395010262E-10
JN555585-	110109	4.0	3.706485783372217E-9
JN555585-	110108	8.0	1.6250693013153223E-9
JN555585-	110111	17.0	2.8858082336243267E-10
JN555585-	110110	26.0	6.769791142726682E-10
JN555585-	110113	15.0	2.8858082336243267E-10
JN555585-	110112	7.0	2.8858082336243267E-10
JN555585-	110115	8.0	6.769791142726682E-10
JN555585-	110114	19.0	6.769791142726682E-10
JN555585-	110117	19.0	6.769791142726682E-10
JN555585-	110116	16.0	6.769791142726682E-10
JN555585-	110119	7.0	6.769791142726682E-10
JN555585-	110118	12.0	6.769791142726682E-10
JN555585-	110121	11.0	6.769791142726682E-10
JN555585-	110120	18.0	6.769791142726682E-10
JN555585-	110123	39.0	2.406965955495957E-10
JN555585-	110122	2.0	6.769791142726682E-10
JN555585-	110125	5.0	1.1502529441395461E-11
JN555585-	110124	28.33333396911621	1.1502529441395461E-11
JN555585-	110127	24.0	4.627816282852785E-12
JN555585-	110126	4.0	2.827282696151245E-11
JN555585-	110129	15.0	1.1502529441395461E-11
JN555585-	20017	16.0	4.1803857728139073E-7
JN555585-	110128	12.0	4.627816282852785E-12
JN555585-	20018	1.0	2.0285314209770804E-7
JN555585-	110131	18.0	6.873449716875541E-11
JN555585-	20019	12.0	6.928976853553197E-8
JN555585-	110130	1.0	2.827282696151245E-11
JN555585-	20020	12.0	1.0096909797718737E-8
JN555585-	110133	9.0	6.873449716875541E-11
JN555585-	20021	7.0	9.24689787398401E-8
JN555585-	110132	5.0	1.6530107145746246E-10
JN555585-	20022	16.0	1.4556319603041119E-8
JN555585-	110135	8.0	1.6530107145746246E-10
JN555585-	20023	9.0	2.9698369158114362E-9
JN555585-	110134	1.0	1.6530107145746246E-10
JN555585-	20024	7.0	5.3682707806457785E-9
JN555585-	110137	11.0	8.85589843379814E-8
JN555585-	20025	9.0	5.3682707806457785E-9
JN555585-	110136	7.0	1.6530107145746246E-10
JN555585-	20026	3.0	1.3110335228610917E-9
JN555585-	110139	16.0	1.898554123364882E-7
JN555585-	20027	3.0	9.08183973314766E-9
JN555585-	110138	9.0	8.85589843379814E-8
JN555585-	20028	2.0	3.1633150141257684E-8
JN555585-	20029	3.0	3.1633150141257684E-8
JN555585-	20030	1.0	1.0161997554572886E-7
JN555585-	20031	7.0	3.034801247447669E-7
JN555585-	69196	2.0	3.405572246375093E-7
JN555585-	69199	11.0	1.7671255790091814E-8
JN555585-	69198	9.0	4.9752522873752895E-8
JN555585-	69201	6.0	5.948827402431819E-9
JN555585-	69203	6.0	5.640839785020628E-10
JN555585-	69202	5.0	1.8901247586666454E-9
JN555585-	69205	10.0	3.7337143732064064E-10
JN555585-	69204	3.0	5.640839785020628E-10
JN555585-	69207	3.0	8.721688552537257E-10
JN555585-	69206	1.0	3.7337143732064064E-10
JN555585-	69208	8.0	2.359716411521794E-10
JN555585-	69210	7.0	2.4044508175784966E-11
JN555585-	69213	14.0	8.161325653492634E-8
JN555585-	69215	12.0	8.348471808606822E-9
JN555585-	69214	0.0	3.774771663508733E-8
JN555585-	69217	62.0	1.5690131484976317E-9
JN555585-	69216	4.0	8.348471808606822E-9
JN555585-	69219	82.0	4.627816282852785E-12
JN555585-	69218	8.0	1.0087380050247706E-10
JN555585-	69221	7.0	2.4106461927554066E-11
JN555585-	69220	9.0	1.142087304944411E-9
JN555585-	69223	1.0	5.904336327185428E-11
JN555585-	69222	2.0	2.4106461927554066E-11
JN555585-	69225	0.0	1.43391025088784E-10
JN555585-	126569	1.0	4.0466877563747704E-7
JN555585-	69224	1.0	1.43391025088784E-10
JN555585-	69227	2.0	3.453502153545731E-10
JN555585-	126571	1.0	1.1207404970692351E-9
JN555585-	69226	2.0	3.453502153545731E-10
JN555585-	126570	1.0	3.502518091711236E-8
JN555585-	69229	3.0	8.250032922360614E-10
JN555585-	126573	0.0	4.802740130062329E-10
JN555585-	69228	0.0	8.250032922360614E-10
JN555585-	126572	0.0	4.802740130062329E-10
JN555585-	69231	0.0	1.955144788450455E-9
JN555585-	126575	0.0	4.802740130062329E-10
JN555585-	69230	2.0	1.955144788450455E-9
JN555585-	126574	0.0	4.802740130062329E-10
JN555585-	69233	1.0	1.955144788450455E-9
JN555585-	126577	0.0	4.802740130062329E-10
JN555585-	69232	0.0	1.955144788450455E-9
JN555585-	126576	0.0	4.802740130062329E-10
JN555585-	69235	1.0	1.5564217253465694E-12
JN555585-	126579	0.0	4.802740130062329E-10
JN555585-	69234	0.0	1.955144788450455E-9
JN555585-	126578	0.0	4.802740130062329E-10
JN555585-	69237	4.0	3.914636460720072E-12
JN555585-	126581	0.0	1.1207404970692351E-9
JN555585-	69236	2.0	3.914636460720072E-12
JN555585-	126580	0.0	4.802740130062329E-10
JN555585-	69239	1.0	3.914636460720072E-12
JN555585-	126583	1.0	4.832771653097641E-10
JN555585-	69238	1.0	3.914636460720072E-12
JN555585-	126582	0.0	1.1207404970692351E-9
JN555585-	69241	1.0	3.914636460720072E-12
JN555585-	126585	0.0	2.0256782998980348E-10
JN555585-	69240	0.0	3.914636460720072E-12
JN555585-	126584	0.0	2.0256782998980348E-10
JN555585-	69243	0.0	2.4106461927554066E-11
JN555585-	126587	0.0	4.832771653097641E-10
JN555585-	69242	1.0	9.757377446871225E-12
JN555585-	126586	0.0	4.832771653097641E-10
JN555585-	69245	0.0	2.4106461927554066E-11
JN555585-	126589	0.0	1.142087304944411E-9
JN555585-	69244	0.0	2.4106461927554066E-11
JN555585-	126588	0.0	1.142087304944411E-9
JN555585-	69247	1.0	5.904336327185428E-11
JN555585-	126591	0.0	2.6738208795964537E-9
JN555585-	69246	0.0	5.904336327185428E-11
JN555585-	126590	0.0	1.142087304944411E-9
JN555585-	69249	0.0	5.904336327185428E-11
JN555585-	126593	0.0	6.202166733066122E-9
JN555585-	69248	0.0	5.904336327185428E-11
JN555585-	126592	0.0	6.202166733066122E-9
JN555585-	69251	0.0	1.43391025088784E-10
JN555585-	126595	0.0	6.202166733066122E-9
JN555585-	69250	0.0	5.904336327185428E-11
JN555585-	126594	0.0	6.202166733066122E-9
JN555585-	69253	1.0	1.43391025088784E-10
JN555585-	126597	0.0	6.202166733066122E-9
JN555585-	69252	2.0	1.43391025088784E-10
JN555585-	126596	0.0	6.202166733066122E-9
JN555585-	69255	0.0	3.453502153545731E-10
JN555585-	126599	0.0	6.202166733066122E-9
JN555585-	69254	0.0	3.453502153545731E-10
JN555585-	126598	0.0	6.202166733066122E-9
JN555585-	69257	0.0	3.453502153545731E-10
JN555585-	126601	0.0	1.4255289444917254E-8
JN555585-	69256	1.0	3.453502153545731E-10
JN555585-	126600	0.0	6.202166733066122E-9
JN555585-	69259	0.0	3.453502153545731E-10
JN555585-	126603	0.0	3.453502153545731E-10
JN555585-	69258	0.0	3.453502153545731E-10
JN555585-	126602	1.0	8.250032922360614E-10
JN555585-	69261	0.0	4.802740130062329E-10
JN555585-	126605	0.0	8.250032922360614E-10
JN555585-	69260	0.0	3.9330765496016294E-10
JN555585-	126604	0.0	8.250032922360614E-10
JN555585-	69263	1.0	1.1207404970692351E-9
JN555585-	126607	0.0	8.250032922360614E-10
JN555585-	69262	0.0	1.1207404970692351E-9
JN555585-	126606	0.0	8.250032922360614E-10
JN555585-	69265	1.0	1.1207404970692351E-9
JN555585-	126609	0.0	1.955144788450455E-9
JN555585-	69264	0.0	1.1207404970692351E-9
JN555585-	126608	0.0	8.250032922360614E-10
JN555585-	69267	0.0	4.97462653042838E-9
JN555585-	126611	0.0	4.597232340409012E-9
JN555585-	69266	3.0	4.97462653042838E-9
JN555585-	126610	0.0	1.955144788450455E-9
JN555585-	69269	0.0	4.832771653097641E-10
JN555585-	126613	0.0	2.484118527800596E-8
JN555585-	69268	5.0	4.832771653097641E-10
