Reference (Strand)	Position	Read-count	Fold-change
JN555585-	103782	76.0	4.031472648398829
JN555585-	19816	5.0	2.244685096054902
JN555585-	77161	5.0	2.0528949485321255
JN555585-	103788	25.0	2.387600316671993
JN555585-	77167	5.0	2.0528949485321255
JN555585-	38260	6.0	2.1735362550946915
JN555585-	99703	10.0	2.982790710067777
JN555585-	40311	7.0	1.9754776809659311
JN555585-	103800	17.0	1.894479671376348
JN555585-	111992	9.0	2.9872327040261224
JN555585-	103802	126.5	4.990225144025386
JN555585-	50556	17.0	4.003398576561865
JN555585-	50558	4.0	1.8300749986576879
JN555585-	40318	7.0	1.9513652248491236
JN555585-	103806	16.0	1.8228794972534836
JN555585-	114046	6.0	2.3584539710124766
JN555585-	50560	6.0	2.4279187906755766
JN555585-	54656	6.0	1.8690691302735511
JN555585-	114049	8.0	2.7858751947471525
JN555585-	40321	30.0	4.137118856459071
JN555585-	75136	5.0	2.2243172983609405
JN555585-	40322	11.0	2.611434712182347
JN555585-	144768	5.0	1.8624964763500653
JN555585-	40323	15.0	3.075013354516846
JN555585-	144785	5.0	1.8365012678171209
JN555585-	36246	54.0	3.0921123303256928
JN555585-	36247	786.0	8.20019555441284
JN555585-	28055	4.0	1.8953837755784193
JN555585-	36248	139.0	4.556393348624385
JN555585-	36249	72.0	3.5301140238255364
JN555585-	93595	5.0	2.1015981401078068
JN555585-	105889	5.0	1.9885043612621705
JN555585-	144802	5.0	1.8520421187128988
JN555585-	144800	8.0	2.5301140238255364
JN555585-	144801	11.0	3.0105306675921697
JN555585-	99748	8.0	2.5994620705162714
JN555585-	142760	5.0	2.2108967825986188
JN555585-	134569	7.0	2.374395514881498
JN555585-	134574	13.0	3.299901788657363
JN555585-	134575	9.0	2.747692000859265
JN555585-	103855	83.0	4.322797450265787
JN555585-	134578	5.0	1.8783214435117477
JN555585-	103857	36.0	3.0398178228834793
JN555585-	58800	6.0	1.9434164717336324
JN555585-	134579	5.0	1.8783214435117477
JN555585-	38321	8.0	2.4991979470428425
JN555585-	134577	5.0	1.8783214435117477
JN555585-	105906	5.0	2.0174170531774096
JN555585-	103861	27.0	2.6363616533278007
JN555585-	58805	41.0	4.89288373771464
JN555585-	58808	8.0	2.3723931619703507
JN555585-	38329	6.0	2.104697378766693
JN555585-	38330	6.0	2.104697378766693
JN555585-	89532	4.0	1.9227570011675397
JN555585-	116167	6.0	1.8800905363648033
JN555585-	21960	9.0	3.141355849345542
JN555585-	54729	9.0	2.726318350066698
JN555585-	24009	5.0	2.265344566620995
JN555585-	40394	7.0	1.9593580156026542
JN555585-	93643	4.0	1.8823049574302455
JN555585-	93645	4.0	1.8823049574302455
JN555585-	116174	44.0	4.888968687711256
JN555585-	116177	11.0	2.72390944144076
JN555585-	9687	9.0	3.006426269259433
JN555585-	46551	23.0	2.082609758127376
JN555585-	54744	12.0	3.168122758908327
JN555585-	136667	19.0	4.084428781260706
JN555585-	136668	6.0	2.3400754416976217
JN555585-	58858	9.0	2.5706072078440863
JN555585-	116205	6.0	1.802553935893783
JN555585-	38385	8.0	2.5249151171512176
JN555585-	46581	561.0	7.6776810675229905
JN555585-	114164	5.0	2.2243172983609405
JN555585-	40438	5.0	1.8365012678171209
JN555585-	46582	54.0	3.3557164084436457
JN555585-	46583	30.0	2.4752676359952264
JN555585-	122365	4.0	1.928098432123072
JN555585-	112129	87.0	5.532210834045816
JN555585-	110080	5.0	1.816037165257405
JN555585-	112131	131.0	6.30223976006525
JN555585-	110082	13.0	3.235771451237648
JN555585-	112130	8.0	1.8141334547886663
JN555585-	112132	8.0	1.8141334547886663
JN555585-	46597	180.0	5.276174499821747
JN555585-	58888	8.0	2.4102365131150227
JN555585-	34313	6.0	2.473931188432412
JN555585-	58890	8.0	2.415037499378844
JN555585-	110099	6.0	2.079071571091199
JN555585-	40469	5.0	1.857259827983918
JN555585-	110100	22.0	4.03719861805425
JN555585-	140820	5.0	2.2584251526812045
JN555585-	142875	4.0	1.8823049574302455
JN555585-	103962	20.0	3.7226103012891367
JN555585-	124451	4.0	1.9296106722086022
JN555585-	9764	10.0	3.1328942705973457
JN555585-	130597	5.0	2.13764780056798
JN555585-	73255	20.0	4.132894270597346
JN555585-	73256	5.0	2.040971781156306
JN555585-	91693	5.0	2.1909972251609138
JN555585-	134707	5.0	1.9885043612621705
JN555585-	110131	5.0	1.810966175709983
JN555585-	134705	8.0	2.6838542578066438
JN555585-	118327	6.0	2.076533848289299
JN555585-	71222	6.0	2.2804514590112035
JN555585-	144954	10.0	2.4650530371387154
JN555585-	99896	8.0	1.7952332494453864
JN555585-	130619	4.0	1.8093851398905028
JN555585-	38460	6.0	2.189899701303579
JN555585-	138814	28.0	3.87378228389658
JN555585-	42556	4.0	1.9023892034735777
JN555585-	83516	4.0	1.9434164717336324
JN555585-	138812	11.0	2.4849023062534155
JN555585-	87616	4.0	1.9227570011675397
JN555585-	122435	5.2916669845581055	2.3167444523680247
JN555585-	36420	14.0	2.227112939713047
JN555585-	13892	4.0	1.8300749986576879
JN555585-	36421	48.0	4.089165023125588
JN555585-	36422	14.0	2.227112939713047
JN555585-	44619	9.0	2.888968687711256
JN555585-	118349	5.0	1.7983661389303496
JN555585-	36428	17.0	2.5144761883802897
JN555585-	36429	16.0	2.424590847583389
JN555585-	36430	24.0	3.0290482066713476
JN555585-	118350	48.5	5.313031694498966
JN555585-	36431	46.0	4.022657949552936
JN555585-	99923	38.0	4.1235993785413845
JN555585-	99924	9.0	1.9465024516073755
JN555585-	69213	6.0	2.2804514590112035
JN555585-	36447	13.0	2.117787378299008
JN555585-	69217	20.0	4.101598140107807
JN555585-	99939	11.0	2.1994059627758418
JN555585-	69219	23.0	4.321928094987363
JN555585-	99940	27.0	3.5469946506221355
JN555585-	116327	10.0	2.816037165257405
JN555585-	18023	4.0	1.9785202726895488
JN555585-	118388	11.0	2.9921521382773153
JN555585-	32374	4.0	1.8690691302735516
JN555585-	99961	10.0	2.0679388287565756
JN555585-	99962	16.0	2.7642729402619417
JN555585-	99966	11.0	2.232923088928618
JN555585-	34433	4.0	1.9503692323753996
JN555585-	104066	6.0	1.9434164717336324
JN555585-	104071	6.0	1.9387998436632627
JN555585-	16006	13.0	3.6577953808325985
JN555585-	36487	12.0	2.0023101608790723
JN555585-	112265	131.0	6.68859450464001
JN555585-	120456	4.0	1.9159357353115256
JN555585-	108170	12.0	3.5214595585149984
JN555585-	36493	17.0	2.5193334249426487
JN555585-	79506	5.0	2.237863830198888
JN555585-	104088	7.0	2.170440341801726
JN555585-	134808	7.0	2.4068169925738756
JN555585-	145049	21.0	2.4284323332395346
JN555585-	138910	121.0	6.412972307644637
JN555585-	56988	7.0	2.473931188432412
JN555585-	138911	20.0	3.3770696491798233
JN555585-	73372	5.0	1.894321922205463
JN555585-	87711	4.0	1.9159357353115256
JN555585-	112287	7.0	1.8889686877112561
JN555585-	104094	21.0	3.821854491852719
JN555585-	54944	8.0	2.140030451878974
JN555585-	56992	16.0	3.7188581664280287
JN555585-	145059	66.0	4.129404461158163
JN555585-	138913	7.0	1.8550213557879187
JN555585-	56995	23.0	4.2845840743861165
JN555585-	145062	15.0	1.8499217836024038
JN555585-	22194	16.0	3.830074998657688
JN555585-	54963	9.0	2.3099554533212867
JN555585-	24244	5.0	2.237863830198888
JN555585-	22197	6.0	2.3461756412340398
JN555585-	32442	8.0	2.888968687711256
JN555585-	77505	4.0	1.9296106722086022
JN555585-	91843	70.0	5.317811986515131
JN555585-	100034	10.0	2.465938397678882
JN555585-	106189	6.0	2.234465253737023
JN555585-	124622	27.0	4.657276705637046
JN555585-	124624	6.0	2.352301744030881
JN555585-	134870	9.0	2.6338721013021025
JN555585-	75483	7.0	2.526398608326548
JN555585-	52955	4.0	1.8823049574302455
JN555585-	132832	5.0	2.1456053223468996
JN555585-	132833	6.0	2.415037499378844
JN555585-	67298	5.0	2.272297327262762
JN555585-	106213	8.0	2.62148837684627
JN555585-	91877	9.0	2.043587695158518
JN555585-	91876	72.0	5.260698673774063
JN555585-	141029	6.0	2.4214637685382767
JN555585-	91878	8.0	1.8769708121943254
JN555585-	55016	9.0	2.3020285375496576
JN555585-	73448	6.0	2.019365324966931
JN555585-	73451	11.0	2.9283621260113435
JN555585-	102122	6.0	2.1789701411453195
JN555585-	52971	7.0	2.7097441255311816
JN555585-	52974	7.0	2.7097441255311816
JN555585-	106223	6.0	2.1844245712374275
JN555585-	106222	8.0	2.6104331883372742
JN555585-	132849	13.0	3.57611158323889
JN555585-	71413	9.0	2.491853096429675
JN555585-	110325	4.0	1.8300749986576879
JN555585-	71415	18.0	3.5330104211864346
JN555585-	55032	9.0	2.334000927287937
JN555585-	71418	6.0	1.8845227826800641
JN555585-	116481	8.0	2.8300749986576874
JN555585-	22277	6.0	2.2746223802090055
JN555585-	14086	5.0	2.2584251526812045
JN555585-	71433	9.0	2.473931188432412
JN555585-	145163	788.0	6.562004435886438
JN555585-	118538	4.0	1.9503692323753996
JN555585-	46860	5.0	2.2243172983609405
JN555585-	145164	51.0	2.0868618436158037
JN555585-	134930	11.0	2.9036154636756577
JN555585-	73489	8.0	2.5405683814627027
JN555585-	122640	7.0	2.3584539710124766
JN555585-	145168	915.0	6.8984013555431964
JN555585-	104210	6.0	1.9250379424187778
JN555585-	122644	5.0	1.8677522018015604
JN555585-	77590	4.0	1.9091465696488863
JN555585-	71453	9.0	2.4474589770712214
JN555585-	139038	6.0	2.5214595585149984
JN555585-	122653	8.0	2.545824106914198
JN555585-	122656	5.0	1.8416629729328995
JN555585-	134951	8.0	2.415037499378844
JN555585-	91944	22.0	3.629145383872746
JN555585-	122667	8.0	2.473931188432412
JN555585-	122666	14.0	3.3167847917114024
JN555585-	36657	7.0	2.363748270681989
JN555585-	36658	5.0	1.8677522018015604
JN555585-	59187	4.0	1.9573556626915065
JN555585-	139061	4.0	1.9227570011675397
JN555585-	102200	5.0	1.8730271438422346
JN555585-	73528	5.0	1.894321922205463
JN555585-	40762	139.0	2.8805363334984286
JN555585-	40764	678.0	5.389447656131199
JN555585-	141119	8.0	2.755112940976465
JN555585-	85823	4.0	1.964376090369279
JN555585-	40766	2698.5	8.795651387211498
JN555585-	40768	95.0	2.315110410801735
JN555585-	30530	7.0	2.5443205163238107
JN555585-	36676	7.0	2.353179028971802
JN555585-	30532	5.0	2.046921047487493
JN555585-	102215	7.0	2.266335769024045
JN555585-	30534	5.0	2.0588936891535687
JN555585-	36679	8.0	2.545824106914198
JN555585-	134995	5.0	1.8365012678171209
JN555585-	22356	5.0	2.1909972251609138
JN555585-	63318	5.0	1.8468432120385798
JN555585-	141146	14.0	3.624662624641414
JN555585-	63320	65.0	5.898039678126254
JN555585-	120666	9.0	3.0258786319256052
JN555585-	135004	7.0	2.332270039208822
JN555585-	104286	53.0	3.9021348271984078
JN555585-	57184	4.0	1.9157230895685085
JN555585-	87908	8.0	2.8956633402852643
JN555585-	87911	4.0	1.8690691302735516
JN555585-	57192	6.0	2.5143585021398542
JN555585-	12136	5.0	2.1456053223468996
JN555585-	120685	6.0	2.415037499378844
JN555585-	92013	7.0	2.3658309720028377
JN555585-	53105	5.0	2.171368418411981
JN555585-	96114	4.0	1.971430847903229
JN555585-	55157	5.0	1.8008773580863993
JN555585-	79737	4.0	1.8756718650977984
JN555585-	124795	14.0	3.3690620705784577
JN555585-	124797	5.0	1.8365012678171209
JN555585-	71548	5.0	1.957355662691506
JN555585-	67455	491.0	5.497299179162109
JN555585-	67457	1844.0	8.807730509882438
JN555585-	118657	5.0	2.1648843848417822
JN555585-	124800	11.0	3.0052557255514953
JN555585-	106371	10.0	2.4719288355212647
JN555585-	67458	59.0	2.1777710850054883
JN555585-	118661	6.0	2.434402824245775
JN555585-	118662	6.0	2.434402824245775
JN555585-	124808	25.0	4.265344566620995
JN555585-	122765	10.0	2.7858751947471525
JN555585-	55185	15.0	3.4214637685382767
JN555585-	145299	9.0	2.6388555088163583
JN555585-	100245	11.0	2.5641289974039907
JN555585-	106389	9.0	2.3199257420762147
JN555585-	100244	7.0	1.8966222602546916
JN555585-	106388	7.0	1.9493739270300319
JN555585-	122775	5.0	1.8677522018015604
JN555585-	106391	8.0	2.142019004972428
JN555585-	106390	7.0	1.9453995580127346
JN555585-	71577	5.0	2.0350469471992008
JN555585-	122778	15.0	3.5063526661247897
JN555585-	92058	5.0	2.11403524334603
JN555585-	122787	8.0	2.5563933486243853
JN555585-	100258	10.0	2.4227524645068494
JN555585-	106405	8.0	2.142019004972428
JN555585-	100265	7.0	1.9004643265490857
JN555585-	104363	263.0	6.507849496666347
JN555585-	104362	25.0	2.6170561305310094
JN555585-	100268	7.0	1.8966222602546916
JN555585-	124844	9.0	2.7104933829050153
JN555585-	55220	6.0	2.079071571091199
JN555585-	55221	5.0	1.816037165257405
JN555585-	102327	28.0	3.8624964763500653
JN555585-	36790	6.0	2.1466696492420096
JN555585-	102326	8.0	1.9892201613467573
JN555585-	124854	7.0	2.34268665515416
JN555585-	106425	7.0	1.8718951743523147
JN555585-	36793	10.0	2.9050883530745333
JN555585-	18368	4.0	1.9296106722086022
JN555585-	12225	5.0	2.083141235400246
JN555585-	112579	36.0	4.836501267817121
JN555585-	102341	9.0	2.1555697085652423
JN555585-	102340	8.0	1.9820780921027379
JN555585-	112580	7.0	2.316784791711403
JN555585-	75719	4.0	1.8726968940029551
JN555585-	34759	4.0	1.8429562899544198
JN555585-	100296	9.0	2.202756394009685
JN555585-	100299	10.0	2.354759487454735
JN555585-	90061	17.0	3.911140068709877
JN555585-	100303	9.0	2.177156570773388
JN555585-	77775	12.0	3.2746223802090055
JN555585-	36816	6.0	2.240134003823715
JN555585-	55248	5.0	1.8365012678171209
JN555585-	100304	13.0	2.7259104057572103
JN555585-	90064	11.0	3.2453068133844503
JN555585-	55256	6.0	2.104697378766693
JN555585-	12251	5.0	2.1015981401078068
JN555585-	28637	24.0	2.057641892944109
JN555585-	12254	6.0	2.370837695468309
JN555585-	75742	4.0	1.8793162909816559
JN555585-	102369	9.0	2.15200309354505
JN555585-	102371	14.0	2.807354922157604
JN555585-	102370	18.0	3.184424571237428
JN555585-	102376	13.0	2.6896598794878495
JN555585-	22512	4.0	1.9573556626915065
JN555585-	45040	4.0	1.828472894061186
JN555585-	26610	31.0	2.842330346619318
JN555585-	139254	5.0	2.2515387670959646
JN555585-	26613	44.0	3.3677317846004877
JN555585-	79860	6.0	2.019365324966931
JN555585-	26614	17.0	1.9507792636531032
JN555585-	26615	527.0	8.156084787365788
JN555585-	112637	5.0	1.8262329323632935
JN555585-	40959	4.0	1.8427074849054812
JN555585+	112645	4.0	1.8624964763500653
JN555585+	110601	4.0	1.971430847903229
JN555585+	114706	4.0	1.9296106722086022
JN555585+	143382	14.0	2.1658088930700807
JN555585+	143383	13.0	2.0450878896285385
JN555585+	96279	9.0	2.796972903630483
JN555585+	98333	7.0	1.9118971808128473
JN555585+	24608	4.0	1.8300749986576879
JN555585+	137266	8.0	2.8365012678171206
JN555585+	20530	8.5	3.0518389316196184
JN555585+	88120	5.0	1.9489759970755334
JN555585+	88122	5.0	1.9489759970755334
JN555585+	124986	5.0	2.077041035863828
JN555585+	124990	6.0	2.3461756412340398
JN555585+	96318	5.0	1.982790710067777
JN555585+	124992	22.0	4.315385249120591
JN555585+	41026	4.0	1.9296106722086022
JN555585+	124994	6.0	2.327951882615132
JN555585+	12355	10.0	3.0954195651786827
JN555585+	143430	18.0	2.6313868379125083
JN555585+	143431	20.0	2.7858751947471525
JN555585+	10310	7.0	1.8328256096737225
JN555585+	10311	8.0	2.0328313925673727
JN555585+	96328	11.0	3.1607733031727823
JN555585+	10314	17.0	3.180572245741821
JN555585+	90193	31.0	3.6051141640957862
JN555585+	90195	64.0	4.750554659014161
JN555585+	90194	42.0	4.077620897222475
JN555585+	131157	4.0	1.9091465696488863
JN555585+	90198	11.0	2.057528147129339
JN555585+	141407	9.0	2.8949179540424423
JN555585+	41054	4.0	1.9296106722086022
JN555585+	98401	7.0	1.8775639244390068
JN555585+	10336	9.0	2.342105976924993
JN555585+	98403	13.0	2.7858751947471525
JN555585+	141408	6.0	2.2921807515933104
JN555585+	94309	5.0	2.1778817253706553
JN555585+	143467	26.0	3.1035045758538597
JN555585+	143470	113.0	5.441667339261458
JN555585+	131183	4.0	1.8889686877112561
JN555585+	143468	27.0	3.1579523598762367
JN555585+	79982	5.0	2.300448367576911
JN555585+	90229	10.0	1.9587570178681186
JN555585+	90230	11.0	2.1075206576342205
JN555585+	98425	8.0	1.8911967884704657
JN555585+	65662	8.0	2.862496476350065
JN555585+	94336	4.0	1.855953630483293
JN555585+	28801	10.0	3.237863830198888
JN555585+	28802	4.0	1.8690691302735516
JN555585+	112771	9.0	2.830787616622727
JN555585+	22664	20.0	3.560642821625743
JN555585+	22667	24.0	3.8365012678171206
JN555585+	141454	6.0	2.2120104029093275
JN555585+	141455	5.0	1.9434164717336324
JN555585+	22670	10.0	2.5104570644575266
JN555585+	143506	16.0	2.4565041166742283
JN555585+	22688	15.0	3.116118557846519
JN555585+	22689	8.0	2.1803318166035446
JN555585+	131245	4.0	1.8690691302735516
JN555585+	98483	8.0	1.963203643971714
JN555585+	114868	19.0	3.8861591541244325
JN555585+	12469	6.0	2.415037499378844
JN555585+	121017	4.0	1.9503692323753996
JN555585+	88251	4.0	1.8365012678171204
JN555585+	112827	5.0	1.9213901654036336
JN555585+	10437	7.0	2.261386553052312
JN555585+	139460	6.0	2.200912694025997
JN555585+	86216	127.0	6.477722767594787
JN555585+	86219	9.0	2.148445274131861
JN555585+	86221	9.0	2.141355849345542
JN555585+	22732	7.0	1.9836055618493316
JN555585+	98510	58.0	5.121015400889384
JN555585+	24783	5.0	2.265344566620995
JN555585+	59601	4.0	1.9159357353115256
JN555585+	22741	10.0	2.4860040207329877
JN555585+	22756	13.0	2.8726206936237726
JN555585+	43236	30.0	4.782562460706317
JN555585+	22758	7.0	1.9553560850451581
JN555585+	141541	7.0	2.4399838565090746
JN555585+	10472	6.0	2.2120104029093275
JN555585+	141544	5.0	1.9545570293388328
JN555585+	141545	6.0	2.223194141402003
JN555585+	114929	10.0	2.5691795035802287
JN555585+	14576	10.0	3.0588936891535687
JN555585+	14577	6.0	2.2980813530329947
JN555585+	123126	4.0	1.9434164717336324
JN555585+	143612	6.0	1.9667238452257017
JN555585+	98560	9.0	2.308631272216122
JN555585+	104706	4.0	1.9573556626915065
JN555585+	114948	11.0	2.6938968723743204
JN555585+	137491	5.0	2.207561070035362
JN555585+	63761	5.278846263885498	2.333764374501464
JN555585+	92436	5.0	2.158429362704483
JN555585+	137493	4.0	1.878984599138634
JN555585+	92443	4.0	1.8300749986576879
JN555585+	57633	15.0	2.550746785483243
JN555585+	131366	7.0	2.656795245582223
JN555585+	47402	16.0	2.128156351590682
JN555585+	47404	13.0	1.8226954682920902
JN555585+	47405	51.0	3.8712666859777976
JN555585+	47406	13.0	1.8187750989207474
JN555585+	92462	6.0	2.4279187906755766
JN555585+	47407	326.0	7.264663889542603
JN555585+	106800	8.0	2.5301140238255364
JN555585+	88372	6.0	2.3833286396515057
JN555585+	16696	18.0	2.480625841006421
JN555585+	84281	10.0	3.2722973272627622
JN555585+	16697	33.0	3.3890422908458993
JN555585+	16706	88.0	4.938380881836334
JN555585+	16707	115.0	5.393949218026544
JN555585+	16709	107.0	5.268979215038404
JN555585+	110916	7.0	2.580846392348924
JN555585+	104774	4.0	1.9434164717336324
JN555585+	110920	10.0	3.11403524334603
JN555585+	110923	5.0	2.083141235400246
JN555585+	106829	16.0	3.5940076404241634
JN555585+	106831	10.0	2.8836352434082158
JN555585+	47438	54.0	3.955800196189465
JN555585+	106833	37.0	4.922572217940789
JN555585+	115024	7.0	2.15200309354505
JN555585+	47441	28.0	2.955356085045158
JN555585+	115027	64.0	5.643856189874724
JN555585+	90452	4.0	1.8429562899544198
JN555585+	98650	5.0	1.9942407308113155
JN555585+	10588	5.0	2.107803289634515
JN555585+	65903	4.0	1.9434164717336324
JN555585+	96623	8.0	2.7921071484586673
JN555585+	57711	263.0	7.643856189874724
JN555585+	57712	11.0	2.0948591864414414
JN555585+	133491	5.0	1.982790710067777
JN555585+	57713	21.0	3.0560340350143282
JN555585+	133496	5.0	1.982790710067777
JN555585+	133497	9.0	2.853779259248956
JN555585+	108927	4.0	1.7983661389303496
JN555585+	29054	5.0	2.3147325935831584
JN555585+	24966	14.0	3.703018262342869
JN555585+	41354	6.0	2.2515387670959646
JN555585+	88461	6.0	2.019365324966931
JN555585+	110990	8.0	2.7612131405128837
JN555585+	24981	4.0	1.8300749986576879
JN555585+	41366	5.0	1.9942407308113155
JN555585+	137625	26.0	4.384293975947736
JN555585+	22942	36.0	2.6407287335429217
JN555585+	24990	4.0	1.8173077025838098
JN555585+	22943	478.5	7.070497873394354
JN555585+	27040	6.0	2.480625841006421
JN555585+	22945	63.0	3.4822243952318983
JN555585+	88482	6.0	2.0291463457595165
JN555585+	27043	10.0	3.2446850960549023
JN555585+	84393	674.0	6.908604010447791
JN555585+	84392	880.0	7.586012115302441
JN555585+	12718	10.0	2.771027430339839
JN555585+	12719	8.0	2.439285045625521
JN555585+	51632	116.0	3.0760967606860863
JN555585+	139699	231.0	6.291034087041578
JN555585+	51634	2397.0	9.994353436958859
JN555585+	51636	103.0	2.8978148166696847
JN555585+	139702	49.0	3.666108996721853
JN555585+	108981	6.0	2.389614902498937
JN555585+	139703	40.0	3.3566055466201083
JN555585+	139701	250.0	6.452293539173969
JN555585+	20920	4.0	1.9159357353115256
JN555585+	108985	21.0	4.294706626252339
JN555585+	20921	4.0	1.9159357353115256
JN555585+	41406	9.0	2.888968687711256
JN555585+	41409	9.0	2.888968687711256
JN555585+	106947	4.0	1.971430847903229
JN555585+	115138	4.0	1.8300749986576879
JN555585+	41417	10.0	3.0528949485321255
JN555585+	88524	10.0	2.780908941853803
JN555585+	45523	6.0	2.584962500821156
JN555585+	88541	9.0	2.6338721013021025
JN555585+	12765	7.0	2.2812861104900164
JN555585+	88542	8.0	2.458980846966441
JN555585+	88544	6.0	2.034061836173633
JN555585+	12771	8.0	2.4890380808226205
JN555585+	92644	20.0	4.164884384841782
JN555585+	90598	7.0	2.3116597595335358
JN555585+	12783	16.0	3.519734878045537
JN555585+	23027	91.0	4.042473126718146
JN555585+	10739	5.0	1.8207339516783974
JN555585+	137718	7.0	2.4010903818064655
JN555585+	23029	262.0	5.810772979185972
JN555585+	10746	8.0	2.5039113570227505
JN555585+	115209	4.0	1.8823049574302455
JN555585+	115210	8.0	2.9091465696488865
JN555585+	16914	4.0	1.8088585124969225
JN555585+	96797	5.0	1.9434164717336324
JN555585+	139807	7.0	1.8512982697452012
JN555585+	133661	4.0	1.8046524017777807
JN555585+	143906	15.0	3.3908754487048536
JN555585+	18980	24.0	4.454031630994708
JN555585+	139815	12.0	2.6401040550136172
JN555585+	18982	6.0	2.327951882615132
JN555585+	139819	7.0	1.8328256096737225
JN555585+	61994	4.0	1.8956633402852643
JN555585+	90666	14.0	3.2762854294316495
JN555585+	90668	9.0	2.614108846480673
JN555585+	47671	487.0	7.701269432373663
JN555585+	47672	71.0	4.005700749987975
JN555585+	47673	171.0	5.446998860645414
JN555585+	96827	5.0	1.9323612832246366
JN555585+	21051	7.0	2.6896598794878495
JN555585+	16956	8.0	2.8088585124969225
JN555585+	16957	5.0	2.1119549326571687
JN555585+	16959	10.0	3.1434790209852235
JN555585+	109118	4.0	1.9573556626915065
JN555585+	141898	6.0	2.370837695468309
JN555585+	51785	4.0	1.810966175709983
JN555585+	141896	5.0	2.1015981401078068
JN555585+	10826	8.0	2.4340279519368835
JN555585+	10827	8.0	2.4291634587979747
JN555585+	14927	7.0	2.076171680585404
JN555585+	139859	11.0	2.4775789654475564
JN555585+	14929	58.0	5.3674108647813705
JN555585+	25175	4.0	1.8889686877112561
JN555585+	14938	8.0	2.2688167585278003
JN555585+	14940	9.0	2.4430937845098195
JN555585+	14941	9.0	2.4474589770712214
JN555585+	37470	5.0	2.265344566620995
JN555585+	139872	10.0	2.3255393485397415
JN555585+	111209	4.0	1.8429562899544198
JN555585+	111208	4.0	1.8365012678171204
JN555585+	86636	4.0	1.8690691302735516
JN555585+	90735	10.0	2.795859283319775
JN555585+	139889	14.0	2.7030182623428685
JN555585+	139895	9.0	2.022618302762019
JN555585+	143988	31.0	4.364432823501898
JN555585+	37495	4.0	1.936497057793842
JN555585+	143989	7.0	2.106915204016512
JN555585+	23162	5.0	1.9545570293388328
JN555585+	143992	9.0	2.4783908366231127
JN555585+	143993	6.0	1.8800905363648033
JN555585+	111226	4.0	1.855953630483293
JN555585+	139902	33.0	3.8427602582888034
JN555585+	113279	6.0	2.352301744030881
JN555585+	113280	24.0	4.467267458151402
JN555585+	45700	7.0	2.7647105847491105
JN555585+	45703	7.0	2.7647105847491105
JN555585+	96904	6.0	1.9068905957085187
JN555585+	23179	5.0	1.9770995979899213
JN555585+	107154	14.0	2.9876867386611488
JN555585+	27283	4.0	1.9928044986957962
JN555585+	107166	21.0	3.6057210609879538
JN555585+	144039	6.0	2.024247546346677
JN555585+	15013	16.0	3.0513991526066446
JN555585+	133802	4.0	1.8046524017777807
JN555585+	107179	15.0	3.1036635592735906
JN555585+	144040	19.0	3.757357383097384
JN555585+	107178	18.0	3.3791529636803124
JN555585+	107180	43.0	4.74369145745452
JN555585+	58029	4.0	1.9573556626915065
JN555585+	107182	9.0	2.342105976924993
JN555585+	137908	7.0	2.6896598794878495
JN555585+	29367	6.0	2.467267458151402
JN555585+	133818	5.0	2.1456053223468996
JN555585+	29368	6.0	2.467267458151402
JN555585+	88771	65.0	5.390099597628942
JN555585+	88770	7.0	1.9276491558753162
JN555585+	56003	5.0	2.2515387670959646
JN555585+	139975	21.0	3.4399838565090746
JN555585+	88774	15.0	3.0588936891535687
JN555585+	15048	18.0	3.6691229484851546
JN555585+	15049	17.0	3.581571911620382
JN555585+	15051	35.0	4.717856771318502
JN555585+	66253	4.0	1.9159357353115256
JN555585+	88780	23.0	3.6998125958487402
JN555585+	137933	4.0	1.8494403235246186
JN555585+	96974	29.0	4.316961842094013
JN555585+	10963	67.0	3.925310534774977
JN555585+	51929	5.0	2.158429362704483
JN555585+	51930	4.0	1.8300749986576879
JN555585+	139993	12.0	2.647618108670924
JN555585+	41691	8.0	2.862496476350065
JN555585+	139998	12.0	2.6819242307082445
JN555585+	39645	13.0	3.6718705660443214
JN555585+	139999	8.0	2.0702090023814024
JN555585+	10973	23.0	2.320360799840402
JN555585+	139996	13.0	2.8012640877605794
JN555585+	10974	331.0	6.754800332991161
JN555585+	10977	203.0	5.777810646543588
JN555585+	84707	4.0	1.8429562899544198
JN555585+	140000	10.0	2.399730246590995
JN555585+	49893	8.0	2.7858751947471525
JN555585+	90855	6.0	2.1150765245466925
JN555585+	97001	17.0	3.4786535986748155
JN555585+	115444	6.0	2.507719501888696
JN555585+	115447	8.0	2.936497057793842
JN555585+	49910	7.0	2.580846392348924
JN555585+	64249	16.0	3.785875194747153
JN555585+	13050	5.0	2.2584251526812045
JN555585+	25339	6.0	2.5706072078440863
JN555585+	142073	6.0	2.2746223802090055
JN555585+	23292	4.0	1.8046524017777807
JN555585+	94973	8.0	2.8956633402852643
JN555585+	97026	7.0	2.1891162665621495
JN555585+	92933	1668.0	7.680204656278256
JN555585+	92934	1008.0	6.462210909567678
JN555585+	92936	379.5	4.702532097202332
JN555585+	41741	5.0	2.0528949485321255
JN555585+	82713	4.0	1.9785202726895488
JN555585+	142106	5.0	2.0232697794228476
JN555585+	142105	7.0	2.514573172929758
JN555585+	99102	13.0	3.5177474207249015
JN555585+	125741	5.0	2.040971781156306
JN555585+	99116	5.0	2.089267338197087
JN555585+	125740	23.0	4.353636954714701
